symbol,ensembl_gene_id
PNPLA6,ENSG00000032444.15
RAB8A,ENSG00000167461.11
BPNT1,ENSG00000162813.17
KPNA3,ENSG00000102753.9
TYSND1,ENSG00000156521.13
ACOT13,ENSG00000112304.10
UBA3,ENSG00000144744.16
NCAPD3,ENSG00000151503.12
TRIAP1,ENSG00000170855.3
PSIP1,ENSG00000164985.14
SNX14,ENSG00000135317.12
UBXN1,ENSG00000162191.13
POGK,ENSG00000143157.11
MAP2K6,ENSG00000108984.13
VAMP3,ENSG00000049245.12
SLCO3A1,ENSG00000176463.13
PLEKHG2,ENSG00000090924.14
NCAPG2,ENSG00000146918.19
MYO18A,ENSG00000196535.15
MTMR4,ENSG00000108389.9
ACAP2,ENSG00000114331.13
MAP3K21,ENSG00000143674.10
TAF4,ENSG00000130699.18
LMBRD1,ENSG00000168216.10
SNX9,ENSG00000130340.15
DCAF10,ENSG00000122741.15
NRP2,ENSG00000118257.16
SEMA3B,ENSG00000012171.19
FCGR3A,ENSG00000203747.10
KLHL42,ENSG00000087448.9
POLR1A,ENSG00000068654.15
IGHG4,ENSG00000211892.3
TRAPPC2,ENSG00000196459.13
PRNP,ENSG00000171867.16
TNFRSF11A,ENSG00000141655.16
FAM122B,ENSG00000156504.16
NXN,ENSG00000167693.16
BRD8,ENSG00000112983.17
JAGN1,ENSG00000171135.13
ZNF124,ENSG00000196418.12
WBP11,ENSG00000084463.7
RABGAP1,ENSG00000011454.16
ANKRA2,ENSG00000164331.9
SLC7A11,ENSG00000151012.13
LPP,ENSG00000145012.13
SDR39U1,ENSG00000100445.17
CDC40,ENSG00000168438.14
ACO1,ENSG00000122729.18
MTERF3,ENSG00000156469.8
ITGB2,ENSG00000160255.17
TERF2IP,ENSG00000166848.5
DHX36,ENSG00000174953.13
ZNF254,ENSG00000213096.10
TEX261,ENSG00000144043.11
PLXDC2,ENSG00000120594.16
USP42,ENSG00000106346.11
XPC,ENSG00000154767.14
FSCN1,ENSG00000075618.17
SRSF8,ENSG00000263465.4
SH3KBP1,ENSG00000147010.17
NEK3,ENSG00000136098.16
PATL1,ENSG00000166889.13
FDX2,ENSG00000267673.6
SEC16A,ENSG00000148396.18
RUFY2,ENSG00000204130.12
ATXN1L,ENSG00000224470.7
VAC14,ENSG00000103043.14
SMYD5,ENSG00000135632.11
JMJD8,ENSG00000161999.11
MRI1,ENSG00000037757.13
DMAP1,ENSG00000178028.13
ESS2,
B3GALT6,ENSG00000176022.4
PPRC1,ENSG00000148840.10
POLE4,ENSG00000115350.11
MYBBP1A,ENSG00000132382.14
GRIN2D,ENSG00000105464.3
SYNJ2BP,ENSG00000213463.4
GALNT11,ENSG00000178234.12
TJP3,ENSG00000105289.14
MYL6B,ENSG00000196465.10
ATG14,ENSG00000126775.8
SERTAD2,ENSG00000179833.4
ELP1,
ZNF544,ENSG00000198131.13
SMG5,ENSG00000198952.8
MAN1B1,ENSG00000177239.14
ZBED4,ENSG00000100426.6
GAA,ENSG00000171298.12
PARG,ENSG00000227345.8
PNPO,ENSG00000108439.9
GOT1,ENSG00000120053.10
STX5,ENSG00000162236.11
SLC16A3,ENSG00000141526.16
USP38,ENSG00000170185.9
PCNT,ENSG00000160299.16
NR1H2,ENSG00000131408.13
BICD2,ENSG00000185963.13
BBC3,ENSG00000105327.17
ARL14EP,ENSG00000152219.4
MRNIP,ENSG00000161010.14
MYO1D,ENSG00000176658.16
TMEM62,ENSG00000137842.6
FAM13A,ENSG00000138640.14
ACAP3,ENSG00000131584.18
CPSF3,ENSG00000119203.13
KANK2,ENSG00000197256.10
PITHD1,ENSG00000057757.9
SAMD5,ENSG00000203727.3
PUS1,ENSG00000177192.13
PKN2,ENSG00000065243.19
SMARCA4,ENSG00000127616.17
LYN,ENSG00000254087.7
BYSL,ENSG00000112578.9
SYBU,ENSG00000147642.16
NUP88,ENSG00000108559.11
VPS54,ENSG00000143952.19
CCDC167,ENSG00000198937.8
CHMP7,ENSG00000147457.13
FOXK2,ENSG00000141568.20
CPSF7,ENSG00000149532.15
DCAF5,ENSG00000139990.17
SS18,ENSG00000141380.13
TM2D2,ENSG00000169490.16
AKNA,ENSG00000106948.16
INTS4,ENSG00000149262.16
FN3KRP,ENSG00000141560.14
ORC5,ENSG00000164815.10
MIB1,ENSG00000101752.11
NFIA,ENSG00000162599.15
ZNF384,ENSG00000126746.17
DEAF1,ENSG00000177030.16
PHLDB2,ENSG00000144824.20
TNRC6B,ENSG00000100354.20
TMEM158,ENSG00000249992.1
PBDC1,ENSG00000102390.10
POMGNT1,ENSG00000085998.13
ZNF592,ENSG00000166716.9
IDH3A,ENSG00000166411.13
MPZL2,ENSG00000149573.8
PMM1,ENSG00000100417.11
XIAP,ENSG00000101966.12
CMIP,ENSG00000153815.16
N4BP2L2,ENSG00000244754.8
SMG9,ENSG00000105771.13
UCKL1,ENSG00000198276.15
FKBP14,ENSG00000106080.10
FAM83B,ENSG00000168143.8
SSC5D,ENSG00000179954.15
FBXL4,ENSG00000112234.8
SPRY4,ENSG00000187678.8
CASP8AP2,ENSG00000118412.12
INTS14,ENSG00000138614.14
AGGF1,ENSG00000164252.12
FAM8A1,ENSG00000137414.5
RAD51AP1,ENSG00000111247.14
FKBP11,ENSG00000134285.10
GCAT,ENSG00000100116.16
KBTBD2,ENSG00000170852.10
UBQLN2,ENSG00000188021.8
GNL2,ENSG00000134697.12
CNNM4,ENSG00000158158.11
TBL3,ENSG00000183751.14
RPP38,ENSG00000152464.14
VPS37C,ENSG00000167987.10
GUF1,ENSG00000151806.13
PROCR,ENSG00000101000.5
MSN,ENSG00000147065.16
BROX,ENSG00000162819.11
RRAS2,ENSG00000133818.13
DDX6,ENSG00000110367.11
NUP93,ENSG00000102900.12
PFN2,ENSG00000070087.13
OSBPL3,ENSG00000070882.12
ZC3H13,ENSG00000123200.16
FOSB,ENSG00000125740.13
HERC2,ENSG00000128731.15
CNNM3,ENSG00000168763.15
MAN2C1,ENSG00000140400.16
GRB2,ENSG00000177885.13
RAD50,ENSG00000113522.13
AGBL5,ENSG00000084693.15
TRIM13,ENSG00000204977.9
RC3H1,ENSG00000135870.11
PCYOX1,ENSG00000116005.11
WDR41,ENSG00000164253.13
ELF2,ENSG00000109381.19
RHOU,ENSG00000116574.5
EDC4,ENSG00000038358.14
TRAK2,ENSG00000115993.12
CFAP298,
SLC1A4,ENSG00000115902.10
DLAT,ENSG00000150768.15
NXF1,ENSG00000162231.13
PLEKHA7,ENSG00000166689.15
PLXNB1,ENSG00000164050.12
CHTF18,ENSG00000127586.16
SLC25A43,ENSG00000077713.18
C9orf78,ENSG00000136819.15
CDC27,ENSG00000004897.11
FAM98B,ENSG00000171262.11
RHBDF2,ENSG00000129667.12
ZBED5,ENSG00000236287.7
PGPEP1,ENSG00000130517.13
CCDC88B,ENSG00000168071.21
SLC12A4,ENSG00000124067.16
SEC23IP,ENSG00000107651.12
SGSM3,ENSG00000100359.20
GNPNAT1,ENSG00000100522.8
SLC7A6OS,ENSG00000103061.12
IFI44,ENSG00000137965.10
PLEKHG3,ENSG00000126822.16
TCEAL9,ENSG00000185222.8
RPUSD4,ENSG00000165526.8
GGA1,ENSG00000100083.18
CLIC5,ENSG00000112782.15
NBDY,ENSG00000204272.12
USP33,ENSG00000077254.14
RNF170,ENSG00000120925.15
NSFL1C,ENSG00000088833.17
RAB3D,ENSG00000105514.7
ODF2L,ENSG00000122417.15
LEO1,ENSG00000166477.12
LYAR,ENSG00000145220.13
RNF19B,ENSG00000116514.16
TMEM126A,ENSG00000171202.6
GRB7,ENSG00000141738.13
SUMF1,ENSG00000144455.13
HSPBP1,ENSG00000133265.10
IST1,ENSG00000182149.20
URB1,ENSG00000142207.6
SETD7,ENSG00000145391.13
ATRX,ENSG00000085224.21
P2RX4,ENSG00000135124.14
IARS2,ENSG00000067704.9
TC2N,ENSG00000165929.12
LPIN3,ENSG00000132793.11
ZC3H3,ENSG00000014164.6
DDX19A,ENSG00000168872.16
DCP1A,ENSG00000272886.5
PNPLA4,ENSG00000006757.11
NABP1,ENSG00000173559.12
IFI27L1,ENSG00000165948.10
CSAD,ENSG00000139631.18
CEP192,ENSG00000101639.18
WASHC4,ENSG00000136051.13
CFLAR,ENSG00000003402.19
PIP5K1C,ENSG00000186111.9
NOC4L,ENSG00000184967.6
EARS2,ENSG00000103356.15
LIME1,ENSG00000203896.9
AP1G1,ENSG00000166747.12
RHBDD3,ENSG00000100263.13
SERTAD1,ENSG00000197019.4
MPC1,ENSG00000060762.18
NT5DC3,ENSG00000111696.11
CZIB,
ANAPC2,ENSG00000176248.8
AKAP8,ENSG00000105127.8
EXOSC4,ENSG00000178896.8
RGS16,ENSG00000143333.6
FBXO21,ENSG00000135108.14
RILPL1,ENSG00000188026.12
PIDD1,ENSG00000177595.17
UBIAD1,ENSG00000120942.13
WNK4,ENSG00000126562.16
AMBRA1,ENSG00000110497.14
ABTB2,ENSG00000166016.5
ACY1,ENSG00000243989.8
MITD1,ENSG00000158411.11
SNAP23,ENSG00000092531.9
TNFSF13,ENSG00000161955.16
FUCA2,ENSG00000001036.13
PPP2R2A,ENSG00000221914.9
C2orf69,ENSG00000178074.5
POLM,ENSG00000122678.16
RETREG3,
FBXO42,ENSG00000037637.10
ABCB7,ENSG00000131269.15
TBC1D2B,ENSG00000167202.11
ELMO3,ENSG00000102890.14
RNF146,ENSG00000118518.15
HMBS,ENSG00000256269.7
BMPR2,ENSG00000204217.13
UBR3,ENSG00000144357.16
PHF2,ENSG00000197724.10
WRAP73,ENSG00000116213.15
AFF4,ENSG00000072364.12
CDR2L,ENSG00000109089.7
EPN2,ENSG00000072134.15
AKIRIN2,ENSG00000135334.8
BDP1,ENSG00000145734.18
SRP72,ENSG00000174780.15
ZDHHC2,ENSG00000104219.12
ALAD,ENSG00000148218.15
WDR3,ENSG00000065183.15
MRTFB,
ILKAP,ENSG00000132323.8
ARHGEF40,ENSG00000165801.9
CASZ1,ENSG00000130940.14
EXOSC3,ENSG00000107371.12
PRKCD,ENSG00000163932.13
PPP3CB,ENSG00000107758.15
ASPSCR1,ENSG00000169696.15
TPRG1L,ENSG00000158109.14
ANKS4B,ENSG00000175311.6
RAD54L,ENSG00000085999.11
OTUD7B,ENSG00000264522.5
CCSER2,ENSG00000107771.15
TRAF3IP1,ENSG00000204104.11
MTMR2,ENSG00000087053.18
BCL11A,ENSG00000119866.20
ZCCHC17,ENSG00000121766.15
UBE3A,ENSG00000114062.18
SETD2,ENSG00000181555.20
DAB2,ENSG00000153071.14
GLB1L2,ENSG00000149328.14
SFT2D2,ENSG00000213064.9
IQANK1,
RPRD1B,ENSG00000101413.11
ATG13,ENSG00000175224.16
RALGAPB,ENSG00000170471.14
GPT2,ENSG00000166123.13
R3HCC1,ENSG00000104679.10
ARRDC4,ENSG00000140450.8
TRAF3,ENSG00000131323.14
MAD2L1BP,ENSG00000124688.13
AIG1,ENSG00000146416.17
SMAD7,ENSG00000101665.8
SOCS5,ENSG00000171150.7
YES1,ENSG00000176105.13
LRRC14,ENSG00000160959.7
CENPS,ENSG00000175279.21
ZADH2,ENSG00000180011.6
PCSK6,ENSG00000140479.16
TUBGCP3,ENSG00000126216.13
POFUT2,ENSG00000186866.16
TXNDC9,ENSG00000115514.11
RAI14,ENSG00000039560.13
TFIP11,ENSG00000100109.16
SLC39A6,ENSG00000141424.12
CLK3,ENSG00000179335.18
LNPEP,ENSG00000113441.15
CRKL,ENSG00000099942.12
JAK1,ENSG00000162434.11
GARS,ENSG00000106105.13
SLC25A36,ENSG00000114120.11
TMEM199,ENSG00000244045.12
ADCK5,ENSG00000173137.11
CSF1R,ENSG00000182578.13
KLHL36,ENSG00000135686.12
CLIP2,ENSG00000106665.15
PRELID1,ENSG00000169230.9
DEGS1,ENSG00000143753.12
ZNF586,ENSG00000083828.15
KDM5A,ENSG00000073614.12
COMMD5,ENSG00000170619.9
C9orf85,ENSG00000155621.14
TEX264,ENSG00000164081.12
B4GALT3,ENSG00000158850.14
SLC17A9,ENSG00000101194.17
PLBD2,ENSG00000151176.7
ATG16L1,ENSG00000085978.21
FAHD1,ENSG00000180185.11
BIRC6,ENSG00000115760.13
PHACTR2,ENSG00000112419.14
FAM222B,ENSG00000173065.13
FN3K,ENSG00000167363.13
HIP1R,ENSG00000130787.13
AQR,ENSG00000021776.10
CCDC107,ENSG00000159884.11
JAG2,ENSG00000184916.8
TMEM63B,ENSG00000137216.18
MAP2K4,ENSG00000065559.14
GLIS2,ENSG00000126603.8
ACVRL1,ENSG00000139567.12
ADCY3,ENSG00000138031.14
PIGO,ENSG00000165282.13
ATP2A3,ENSG00000074370.17
EEA1,ENSG00000102189.16
TSC22D4,ENSG00000166925.8
MAGI1,ENSG00000151276.23
FBXO28,ENSG00000143756.11
RAF1,ENSG00000132155.11
VWA2,ENSG00000165816.12
MTHFS,ENSG00000136371.10
TRRAP,ENSG00000196367.12
ZBTB4,ENSG00000174282.11
FGFR1,ENSG00000077782.19
UTP3,ENSG00000132467.3
TRIM22,ENSG00000132274.15
KIF3B,ENSG00000101350.7
PPP4R1,ENSG00000154845.15
CCNA2,ENSG00000145386.9
SPEN,ENSG00000065526.10
CXCL2,ENSG00000081041.8
GXYLT2,ENSG00000172986.12
HCCS,ENSG00000004961.14
CMTM8,ENSG00000170293.8
TMED1,ENSG00000099203.6
ARHGEF12,ENSG00000196914.8
NADK,ENSG00000008130.15
DEF8,ENSG00000140995.16
CAMTA1,ENSG00000171735.18
AJUBA,ENSG00000129474.15
SLC33A1,ENSG00000169359.13
ZNF276,ENSG00000158805.11
TLNRD1,
GGA2,ENSG00000103365.15
SRCAP,ENSG00000080603.16
FOSL2,ENSG00000075426.11
ARSA,ENSG00000100299.17
NFXL1,ENSG00000170448.11
HBEGF,ENSG00000113070.7
FMOD,ENSG00000122176.10
RPAIN,ENSG00000129197.14
NUDT16,ENSG00000198585.11
TONSL,ENSG00000160949.16
CTSL,ENSG00000135047.14
NFATC3,ENSG00000072736.18
PITPNC1,ENSG00000154217.14
VKORC1,ENSG00000167397.14
NLN,ENSG00000123213.22
GYPC,ENSG00000136732.14
SLK,ENSG00000065613.13
VBP1,ENSG00000155959.10
SNX6,ENSG00000129515.18
MAP2K7,ENSG00000076984.17
GNPTAB,ENSG00000111670.14
TULP4,ENSG00000130338.12
NDUFAF5,ENSG00000101247.17
USP47,ENSG00000170242.17
RIOX2,ENSG00000170854.17
CMSS1,ENSG00000184220.11
SIL1,ENSG00000120725.12
SMOX,ENSG00000088826.17
WDR34,ENSG00000119333.11
TSTD1,ENSG00000215845.10
ACAT2,ENSG00000120437.8
TEDC1,
MFSD3,ENSG00000167700.8
XPO7,ENSG00000130227.16
DHX34,ENSG00000134815.18
MTAP,ENSG00000099810.18
PCBP4,ENSG00000090097.21
JMJD6,ENSG00000070495.14
GPATCH2,ENSG00000092978.10
G6PD,ENSG00000160211.15
GNL1,ENSG00000204590.12
CIITA,ENSG00000179583.18
AAR2,ENSG00000131043.11
AHR,ENSG00000106546.12
SLC30A6,ENSG00000152683.14
BCLAF3,
PGAP3,ENSG00000161395.13
RPRD1A,ENSG00000141425.17
IREB2,ENSG00000136381.12
LARP1B,ENSG00000138709.17
SMC4,ENSG00000113810.15
SLC35F6,ENSG00000213699.8
ZC3HAV1,ENSG00000105939.12
TBK1,ENSG00000183735.9
RFC1,ENSG00000035928.15
ATXN2,ENSG00000204842.14
TTF2,ENSG00000116830.11
ROBO1,ENSG00000169855.19
CLK1,ENSG00000013441.15
GABRE,ENSG00000102287.18
NDUFC2,ENSG00000151366.12
TRIM16,ENSG00000221926.11
SMAP2,ENSG00000084070.11
PIGL,ENSG00000108474.16
ANAPC1,ENSG00000153107.11
BORA,ENSG00000136122.15
IRF8,ENSG00000140968.10
OCEL1,ENSG00000099330.8
EPC1,ENSG00000120616.15
CHDH,ENSG00000016391.10
FAM104B,ENSG00000182518.13
RANBP10,ENSG00000141084.10
MMP3,ENSG00000149968.11
USP5,ENSG00000111667.13
C11orf24,ENSG00000171067.10
VIPR1,ENSG00000114812.12
IARS,ENSG00000196305.17
SREK1,ENSG00000153914.15
EFNB1,ENSG00000090776.5
TAB2,ENSG00000055208.18
CABIN1,ENSG00000099991.17
WAPL,ENSG00000062650.17
MPND,ENSG00000008382.15
SLC5A1,ENSG00000100170.9
RASAL2,ENSG00000075391.16
BAZ2A,ENSG00000076108.11
PLOD1,ENSG00000083444.16
AGMAT,ENSG00000116771.5
TPD52L1,ENSG00000111907.20
LIMK1,ENSG00000106683.14
SAR1B,ENSG00000152700.13
ZNF687,ENSG00000143373.17
CYB561D2,ENSG00000114395.10
CYB561D2,ENSG00000271858.5
GTF2E2,ENSG00000197265.8
ABCC10,ENSG00000124574.14
AACS,ENSG00000081760.16
WLS,ENSG00000116729.13
MRS2,ENSG00000124532.14
NME6,ENSG00000172113.8
ZNF768,ENSG00000169957.9
SLC7A1,ENSG00000139514.12
FPR3,ENSG00000187474.4
GMPPB,ENSG00000173540.12
ADAMTS4,ENSG00000158859.9
ARID3A,ENSG00000116017.10
ORMDL2,ENSG00000123353.9
GMIP,ENSG00000089639.10
SLC4A1AP,ENSG00000163798.13
GTF3C2,ENSG00000115207.13
PRPF31,ENSG00000105618.13
PARP14,ENSG00000173193.13
NCAPH,ENSG00000121152.9
PRKX,ENSG00000183943.5
MSTO1,ENSG00000125459.14
VANGL1,ENSG00000173218.14
MARCH2,ENSG00000099785.10
SLC12A9,ENSG00000146828.17
LIF,ENSG00000128342.4
TMEM14A,ENSG00000096092.5
SRA1,ENSG00000213523.10
FRA10AC1,ENSG00000148690.11
IFT57,ENSG00000114446.4
PLAT,ENSG00000104368.17
RTEL1,ENSG00000258366.7
MAN2A2,ENSG00000196547.14
GCLC,ENSG00000001084.10
DEPP1,
CCT4,ENSG00000115484.14
HYI,
NLE1,ENSG00000073536.17
EXOSC8,ENSG00000120699.12
NR1H3,ENSG00000025434.18
CEBPZOS,ENSG00000218739.9
TSR1,ENSG00000167721.10
GPN1,ENSG00000198522.13
HEATR5B,ENSG00000008869.11
TRAPPC12,ENSG00000171853.15
CHEK1,ENSG00000149554.12
SLC7A5,ENSG00000103257.8
NUDT8,ENSG00000167799.9
PSMD6,ENSG00000163636.10
TRIM37,ENSG00000108395.13
CEP63,ENSG00000182923.16
MLKL,ENSG00000168404.12
JOSD1,ENSG00000100221.10
SNX15,ENSG00000110025.12
IRF7,ENSG00000185507.19
CYB561A3,ENSG00000162144.9
SMIM19,ENSG00000176209.11
BRD1,ENSG00000100425.18
RANBP9,ENSG00000010017.12
REPS1,ENSG00000135597.18
FAM160A2,ENSG00000051009.10
TICAM1,ENSG00000127666.9
TMEM126B,ENSG00000171204.12
SAPCD1,ENSG00000228727.8
LYRM4,ENSG00000214113.10
MICOS13,
TJAP1,ENSG00000137221.14
FARP2,ENSG00000006607.13
ACP5,ENSG00000102575.10
DHRS11,ENSG00000278535.4
DHX8,ENSG00000067596.10
OVOL2,ENSG00000125850.10
MALSU1,ENSG00000156928.4
MAU2,ENSG00000129933.20
FMC1,ENSG00000164898.12
QPCT,ENSG00000115828.15
RIT1,ENSG00000143622.10
EEPD1,ENSG00000122547.10
TEN1,ENSG00000257949.6
OSBPL10,ENSG00000144645.13
CHD9,ENSG00000177200.16
PMP22,ENSG00000109099.13
NPLOC4,ENSG00000182446.13
STX2,ENSG00000111450.13
CISD2,ENSG00000145354.9
PPID,ENSG00000171497.4
ERI3,ENSG00000117419.14
S100A2,ENSG00000196754.10
STRBP,ENSG00000165209.18
AIFM2,ENSG00000042286.14
SIRT6,ENSG00000077463.14
ELK3,ENSG00000111145.7
HPS4,ENSG00000100099.20
CD93,ENSG00000125810.9
ZNF394,ENSG00000160908.14
HIF1AN,ENSG00000166135.13
MIPEP,ENSG00000027001.9
SUPT7L,ENSG00000119760.15
FBXW7,ENSG00000109670.13
HDAC10,ENSG00000100429.17
SNX33,ENSG00000173548.8
PACS1,ENSG00000175115.11
CEP57,ENSG00000166037.10
QPRT,ENSG00000103485.17
ANGEL1,ENSG00000013523.9
APOC1,ENSG00000130208.9
LDLRAP1,ENSG00000157978.11
PFAS,ENSG00000178921.13
STX17,ENSG00000136874.10
MTHFD1L,ENSG00000120254.15
LRP3,ENSG00000130881.13
ZNF317,ENSG00000130803.14
FAM53C,ENSG00000120709.10
NUP160,ENSG00000030066.13
TSEN15,ENSG00000198860.11
UBLCP1,ENSG00000164332.7
NCAPH2,ENSG00000025770.18
TARBP2,ENSG00000139546.10
UTP6,ENSG00000108651.9
NUP155,ENSG00000113569.15
RBPJ,ENSG00000168214.20
C1QTNF6,ENSG00000133466.13
PARP8,ENSG00000151883.17
IL1RN,ENSG00000136689.18
ATXN3,ENSG00000066427.21
SINHCAF,
HNF1B,ENSG00000275410.4
KRTCAP2,ENSG00000163463.11
SLC22A3,ENSG00000146477.5
AP2A1,ENSG00000196961.12
OXSR1,ENSG00000172939.8
BRD3,ENSG00000169925.16
RRN3,ENSG00000085721.12
NAXE,ENSG00000163382.11
NLK,ENSG00000087095.12
TRAPPC6A,ENSG00000007255.10
UBAC1,ENSG00000130560.8
C2CD5,ENSG00000111731.12
P4HA1,ENSG00000122884.12
CA12,ENSG00000074410.13
ISY1,ENSG00000240682.9
ZCCHC24,ENSG00000165424.6
LUZP1,ENSG00000169641.13
DCUN1D2,ENSG00000150401.14
WNT5A,ENSG00000114251.14
IFI27L2,ENSG00000119632.3
ALG1,ENSG00000033011.11
CD37,ENSG00000104894.11
ACP6,ENSG00000162836.11
ORC2,ENSG00000115942.8
PACSIN3,ENSG00000165912.15
TENT4B,
DYNLT3,ENSG00000165169.10
EIPR1,
NT5C3B,ENSG00000141698.16
UTP23,ENSG00000147679.11
EPHX2,ENSG00000120915.13
ATE1,ENSG00000107669.17
MCRIP2,ENSG00000172366.19
ARID4A,ENSG00000032219.18
SCPEP1,ENSG00000121064.12
B4GALT7,ENSG00000027847.13
GBP2,ENSG00000162645.12
SRI,ENSG00000075142.13
STIM1,ENSG00000167323.11
TDRD7,ENSG00000196116.7
MAFK,ENSG00000198517.9
LIMA1,ENSG00000050405.13
EXOSC2,ENSG00000130713.15
FAM126B,ENSG00000155744.9
EEF1AKMT4,
TIMELESS,ENSG00000111602.11
BIVM,ENSG00000134897.13
CENPM,ENSG00000100162.14
PRKRA,ENSG00000180228.12
AP4B1,ENSG00000134262.12
DHRS7,ENSG00000100612.13
PHGDH,ENSG00000092621.11
HECTD3,ENSG00000126107.14
MKRN2,ENSG00000075975.15
MZF1,ENSG00000099326.8
PLPP1,ENSG00000067113.16
HTRA2,ENSG00000115317.11
NFKBIE,ENSG00000146232.15
ALDH5A1,ENSG00000112294.12
PEX6,ENSG00000124587.13
WDR46,ENSG00000227057.9
RHOD,ENSG00000173156.6
DTD1,ENSG00000125821.11
RCN1,ENSG00000049449.8
ENTPD7,ENSG00000198018.6
C4orf19,ENSG00000154274.14
NUDT4,ENSG00000173598.13
CARD10,ENSG00000100065.14
CRYL1,ENSG00000165475.13
SLC26A2,ENSG00000155850.7
TOPBP1,ENSG00000163781.12
HSD17B4,ENSG00000133835.14
ZEB2,ENSG00000169554.18
NXT1,ENSG00000132661.3
LMAN2L,ENSG00000114988.11
SLC30A7,ENSG00000162695.11
NETO2,ENSG00000171208.9
FAH,ENSG00000103876.11
PREPL,ENSG00000138078.15
RSU1,ENSG00000148484.17
ZNF444,ENSG00000167685.14
SFMBT1,ENSG00000163935.13
RNASE4,ENSG00000258818.3
GADD45A,ENSG00000116717.11
SLC25A37,ENSG00000147454.13
FASTKD2,ENSG00000118246.13
DRG2,ENSG00000108591.9
PTGR1,ENSG00000106853.18
HPF1,ENSG00000056050.6
SERPINB9,ENSG00000170542.5
RAB20,ENSG00000139832.4
ENTPD1,ENSG00000138185.18
HDGFL2,
SEC22C,ENSG00000093183.13
KAT2A,ENSG00000108773.10
TAF8,ENSG00000137413.15
C16orf72,ENSG00000182831.11
RAB3GAP2,ENSG00000118873.15
TSC22D3,ENSG00000157514.16
HSPA14-1,
VHL,ENSG00000134086.7
PEX19,ENSG00000162735.18
SPATA33,ENSG00000167523.13
PPP3R1,ENSG00000221823.10
FBXL17,ENSG00000145743.15
RARG,ENSG00000172819.16
IFI35,ENSG00000068079.7
IRF2,ENSG00000168310.10
MSRB1,ENSG00000198736.11
RNF20,ENSG00000155827.11
BLOC1S5,ENSG00000188428.19
WDR75,ENSG00000115368.9
DICER1,ENSG00000100697.14
RNF113A,ENSG00000125352.5
PRKG1,ENSG00000185532.15
TCF7,ENSG00000081059.19
MORC2,ENSG00000133422.12
KLHDC2,ENSG00000165516.10
DUSP16,ENSG00000111266.8
TMEM115,ENSG00000126062.3
UMPS,ENSG00000114491.13
ENDOD1,ENSG00000149218.4
TBC1D10B,ENSG00000169221.13
MVK,ENSG00000110921.13
STRIP1,ENSG00000143093.14
DCUN1D3,ENSG00000188215.9
HDDC3,ENSG00000184508.10
ANKRD37,ENSG00000186352.8
AGFG2,ENSG00000106351.12
IQCE,ENSG00000106012.17
USP16,ENSG00000156256.14
TUSC2,ENSG00000114383.9
LZTS2,ENSG00000107816.17
RFX1,ENSG00000132005.8
RNF214,ENSG00000167257.10
RCBTB1,ENSG00000136144.11
ISOC2,ENSG00000063241.7
SLC66A3,
RTF1,ENSG00000137815.14
CUL7,ENSG00000044090.8
MTMR12,ENSG00000150712.10
NUP43,ENSG00000120253.13
PRMT7,ENSG00000132600.16
MOB2,ENSG00000182208.13
MEF2A,ENSG00000068305.17
PATZ1,ENSG00000100105.17
TMEM205,ENSG00000105518.13
RASSF1,ENSG00000068028.17
SPRED2,ENSG00000198369.9
MKNK1,ENSG00000079277.19
SCAMP1,ENSG00000085365.17
OSTM1,ENSG00000081087.14
SENP5,ENSG00000119231.10
TEX2,ENSG00000136478.7
CXCL12,ENSG00000107562.16
MSL2,ENSG00000174579.3
CLCC1,ENSG00000121940.15
CORO2A,ENSG00000106789.12
KIF11,ENSG00000138160.5
CDC42EP4,ENSG00000179604.9
ZC3H8,ENSG00000144161.12
FOXJ3,ENSG00000198815.8
ELMSAN1,ENSG00000156030.13
SNRK,ENSG00000163788.13
SH3BP5,ENSG00000131370.15
ROCK2,ENSG00000134318.13
DVL2,ENSG00000004975.11
XRCC3,ENSG00000126215.13
ALG12,ENSG00000182858.13
NMD3,ENSG00000169251.12
RMDN3,ENSG00000137824.15
CCNB1,ENSG00000134057.14
NCKIPSD,ENSG00000213672.7
PPWD1,ENSG00000113593.11
OBSL1,ENSG00000124006.14
GNS,ENSG00000135677.10
LRCH1,ENSG00000136141.14
RAB40C,ENSG00000197562.9
NEU1,ENSG00000204386.10
DHX35,ENSG00000101452.14
VAMP5,ENSG00000168899.4
TSHZ2,ENSG00000182463.15
LHFPL6,
DARS2,ENSG00000117593.9
ZNF680,ENSG00000173041.11
STEAP3,ENSG00000115107.19
ABCE1,ENSG00000164163.10
PPP2R3B,ENSG00000167393.17
PPP2R3B,ENSG00000167393.17_PAR_Y
IPO9,ENSG00000198700.9
